City,cityID,clusterID,Country,modeCar,modePT,modeBike,modeWalk,gasPrice,rdDeath,subLen,subLenD,subStPHK,subRidPC,subAge,BRTLen,BRTLenD,BRTStPHK,BRTFlPHK,BRTRidPC,BRTAge,bsSt,bsStPHK,bsBikes,bsBikPHK,bsAge,congest,AMPeak,PMPeak,TI,TTI,inefInd,pop,land,popDen,poCh9000,poCh0010,poCh1020,poCh2025,ur15,urCh1525,GDPPCP,unemploy,costLiv,rent,grocery,restaPri,locPurPo,gini,poverty,lifeExp,safety,internet,digital,innovat,smartphon,CO2EmsPC,polluI,stLenT,stLenD,stLenAvg,intersT,intersD,k_avg,stPerNode,circuity,loopP,highwayP
Patna,124,3,India,,,,,1.19,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2240000,142,15700,571659,363869,512120,369703,32.7,4.3,1861.5,,,,,,,,13.7,68.3,,28.3,0.32,,17,1.590272829,85.25,1285402.74,1124341312,221.3158988,3502,874.6996388,5.269364162,2.69132948,1.067364989,0.000175516,0
Jakarta,125,7,Indonesia,41,36,5,18,0.67,15.3,0,0,0,0,0,207,0.064186047,0.766283525,2.139208174,3.664871456,14,0,0,0,0,0,58,63,95,272.94,55.92,299.92,31320000,3225,9700,214337,1240194,2007916,1184020,53.7,6.6,9984,11.05,47.62,24.52,50.32,26.98,43.82,0.43,8.3,68.5,47.39,28.5,0.34,39,21,1.907781259,85.57,13915154.76,11058049342,85.63593753,97864,794.6767055,5.265445833,2.781174054,1.070372808,0.001537411,0.015310747
Surabaya,126,2,Indonesia,,,,,0.67,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4930000,673,7300,143430,157680,491802,373524,53.7,6.6,3974.1,,44.57,12.02,44.72,22.54,26.43,0.33,8.3,69.1,,28.5,0.34,,21,1.907781259,66.67,6449756.935,5137024684,98.89080105,39031,796.4679501,5.20904123,2.771949223,1.053639688,0.001420547,0.010405225
Bandung,127,2,Indonesia,,,,,0.67,15.3,0,0,0,0,0,0,0,0,0,0,0,30,0.519031142,350,6.055363322,1,,,,,,,5780000,466,12400,102871,261361,509018,338294,53.7,6.6,3974.1,,36.29,8.12,42.5,16.97,27.35,0.33,8.3,69.1,,28.5,0.34,30,21,1.907781259,78.12,4072956.674,3241736479,118.4929065,20193,795.9172511,5.210238666,2.698619903,1.099410517,0.002263946,0.011509638
Tehran,128,7,Iran,35,13,1.5,36,0.36,32.1,178,0.109068627,0.782735918,65.83760059,18,130,0.079656863,1.133869788,9.070958303,43.89173372,10,0,0,0,0,0,,,,270.07,55.31,258.75,13670000,1632,8400,514787,363094,895356,432929,73.4,4.4,6733.9,,40.18,21.82,34.81,34.12,44.33,,,75.5,44.27,57.2,0.43,33,,7.996848538,86.96,12182342.57,8996909980,90.19080474,77360,738.5205209,4.414834302,2.652279331,1.054460824,0.000489163,0.002563572
Mashhad,129,2,Iran,56,25,,3,0.36,32.1,24,0.080536913,0.712166172,14.08011869,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3370000,298,11300,392325,580701,517635,200011,73.4,4.4,6733.9,,,,,,,,,75.5,,57.2,0.43,,,7.996848538,,4839697.312,4733146627,111.0812117,25156,977.9840188,4.978499543,2.847666972,1.037436781,0.000918864,0.00271184
Isfahan,130,8,Iran,,,,,0.36,32.1,11.2,0.032,0.410677618,8.213552361,2,17,0.048571429,1.314168378,,16.63244353,5,0,0,0,0,0,,,,,,,2435000,350,7000,291673,360612,345343,140728,73.4,4.4,6733.9,,,,,,,,,75.5,,57.2,0.43,,,7.996848538,,5433293.404,11561519625,56.75821246,52993,2127.902686,4.361934321,2.397877453,1.043504519,0.0002697,0
Tabriz,131,8,Iran,32,23,,3,0.36,32.1,7,0.041666667,0.349854227,11.66180758,2,18,0.107142857,2.915451895,,29.15451895,9,0,0,0,0,0,,,,,,,1715000,168,10200,205792,219669,267981,121174,73.4,4.4,6733.9,,,,,,,,,75.5,68.74,57.2,0.43,,,7.996848538,73.81,2290520.043,7299585586,96.58121281,13814,3186.868244,4.620123436,2.68784327,1.054607885,0.000294132,0.020196306
Shiraz,132,2,Iran,,,,,0.36,32.1,10.5,0.042682927,0.413436693,10.33591731,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1935000,246,7900,180212,185012,235288,108284,73.4,4.4,6733.9,,,,,,,,,75.5,,57.2,0.43,,,7.996848538,,4147210.991,3761504102,102.8803798,23284,906.9960777,4.526978875,2.566238229,1.04573742,0.000491946,0
Baghdad,133,2,Iraq,,,,,0.63,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6790000,673,10100,1108298,690729,1925415,1324865,69.5,1.7,5695.7,,,,,,,,14.8,68.9,23.04,9,,,,4.920137222,,7639651.908,6472713032,114.1985098,41677,847.2523499,5.621210061,3.032290959,1.041691113,0.000475684,0.009025783
Mosul,134,1,Iraq,57,21,7,15,0.63,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1730000,140,12400,319878,391377,572832,374740,69.5,1.7,5695.7,,,,,,,,14.8,68.9,,9,,,,4.920137222,,1216288.67,11222198136,86.34121316,8724,9226.591034,5.528746272,2.913915458,1.035434037,0,0
Dublin,135,13,Ireland,64,13,3,19,1.69,2.3,0,0,0,0,0,8,0.025157233,1.428571429,5.714285714,8.571428571,,102,8.571428571,950,79.83193277,2,43,80,86,137.96,38.31,172.47,1190000,318,3500,72168,113866,239650,133477,63.2,3.2,75090,11.7,82.37,50.9,65,88.24,106.68,,9.3,79.1,47.4,78.3,0.69,46,,12.4,33.12,1862045.623,8281541508,101.1816347,10502,4447.550268,4.574246796,2.471113199,1.066670646,0.005046208,0.015588313
Tel Aviv,136,13,Israel,43,28,13,16,1.84,3.6,0,0,0,0,0,0,0,0,0,0,0,200,6.600660066,2000,66.00660066,2,,,,157.55,40.19,182.79,3030000,479,6300,686015,580102,685642,290305,92.1,0.7,42614,,80.78,39.57,65.38,91.07,90.77,,,82.5,68.57,74.7,0.7,47,74,8.818635647,51.96,1379408.492,9924607569,92.06490635,8907,7194.828528,4.135761589,2.929002727,1.054764291,0.00188386,0.03203194
Haifa,137,13,Israel,57,19,,,1.84,3.6,0,0,0,0,0,40,0.175438596,8.818181818,8.181818182,27.27272727,5,0,0,0,0,0,,,,,,,1100000,228,4800,245496,138503,164187,100561,92.1,0.7,36571,,74.11,21.34,58.06,85.27,103.64,,,82.5,76.64,74.7,0.7,37,74,8.818635647,,845948.5177,7578207922,118.946642,4322,8958.237721,4.225414812,2.889113719,1.097808143,0.002394407,0.014251918
Jerusalem,138,13,Israel,37,57,6,0,1.84,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,850000,233,3600,136853,114559,158058,81377,92.1,0.7,33677.5,8.6,76.7,30.33,62.26,81.22,92.31,0.39,,80,74.5,74.7,0.7,38,74,8.818635647,,1310689.085,8243531692,123.6965916,6235,6289.463906,4.355729167,2.762890625,1.123118552,0.003647017,0.01808649
Rome,139,13,Italy,54,29,1,16,2.08,6.3,60,0.053859964,1.857506361,70.99236641,62,0,0,0,0,0,0,19,0.48346056,200,5.089058524,,40,74,68,186.83,44.68,203.02,3930000,1114,3500,-64798,-78829,110275,121907,69,1.9,46021,11.2,73.79,38.57,62.68,77.48,80.16,0.33,7.8,81.5,45.56,58.5,0.72,46,60,9.1,68.05,12008980.93,4310651525,137.2062945,51739,358.9523167,4.393382583,2.739294434,1.087787376,0.002792998,0.019675763
Milan,140,13,Italy,36,41,6,17,2.12,4.8,101,0.053410894,2.144212524,88.86148008,53,0,0,0,0,0,0,280,5.313092979,4650,88.23529412,10,30,61,54,138.82,38.03,130.53,5270000,1891,2800,-78063,-68858,101801,111467,69,1.9,58763,7.9,77.67,39.13,66.92,85.01,84.06,0.33,12.9,82.7,53.61,58.5,0.72,49,60,7.4,63.9,3008753.632,9795309973,99.15808036,18471,3255.603871,4.238780778,3.022637014,1.05133952,0.001873843,0.03237856
Naples,141,1,Italy,60,26,0,13,1.95,4,20.2,0.019745846,0.594594595,12.43243243,24,0,0,0,0,0,0,0,0,0,0,0,33,47,59,,,,3700000,1023,3600,24246,116224,214807,98921,69,1.9,23664,24.3,67.85,21.49,63.5,61.38,48.39,,,82.7,36.57,58.5,0.72,40,60,6.6,,1924741.72,7425771812,114.6088913,10062,3858.061439,4.284947984,2.745123537,1.098639433,0.001934676,0.022012865
Turin,142,13,Italy,64,28,1,7,2.01,5.6,13.2,0.035106383,1.37704918,23.21311475,11,0,0,0,0,0,0,136,8.918032787,1200,78.68852459,7,25,47,44,117.21,30.07,99.86,1525000,376,4100,-80586,-74087,42283,71441,69,1.9,39445,11.3,70.88,20.65,62.21,71.51,86.28,,,82.7,46.04,58.5,0.72,41,60,8.1,77.26,2219104.236,9731530931,100.4574122,12922,4385.341966,4.595477032,3.134134276,1.062587285,0.001168763,0.014979801
Tokyo,143,11,Japan,11,51,15,23,1.31,1.3,304.1,0.035579736,0.754966887,90.35761589,90,0,0,0,0,0,0,15,0.039735099,300,0.794701987,7,,,,145.56,44.31,138.39,37750000,8547,4400,1919905,2482872,1774659,-46045,93.5,2.8,43664,4,99.81,47.66,102.58,63.34,96.96,0.25,,82.275,80.4,90.6,0.75,56,39,6.8,41.02,,,,,,,,,,
Osaka-Kobe-Kyoto,144,12,Japan,12.8,37.7,23.5,24,1.34,4.7,191.7,0.059682441,1.071533706,69.85575508,84,0,0,0,0,0,0,5,0.029437739,,,,,,,,,,16985000,3212,5300,175815,263428,663985,64525,93.5,2.8,35902,4.3,,,,,,,,83.7,,90.6,0.75,46,39,7.1,,9095691.965,16902043209,67.35853167,79922,1858.247099,5.623637868,3.110959125,1.031146978,0.000457859,0.018597869
Nagoya,145,12,Japan,25,32.6,18.6,23.9,1.34,4.7,93.3,0.024015444,0.86696562,44.18535127,60,7,0.001801802,0.089686099,0.249128052,0.269058296,17,0,0,0,0,0,,,,,,,10035000,3885,2600,174650,178014,255595,48882,93.5,2.8,40144,3.2,,,,,,,,83.7,,90.6,0.75,42,39,8.7,34.65,12600021.99,19751695537,81.49235519,91742,1567.592148,6.141634077,3.276313286,1.026878598,0.00043369,0.013008232
Fukuoka-Kitakyushu,146,12,Japan,39,34,12.7,27,1.34,4.7,29.8,0.053500898,1.323251418,51.87145558,36,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2645000,557,4700,229272,128842,222048,46641,93.5,2.8,34822,5,,,,,,,,83.7,,90.6,0.75,,39,5.5,,68730386.98,2700579269,169.6012234,243167,39.29236235,5.840128056,2.967986052,1.139770003,0.001130213,0.009690548
Sapporo,147,12,Japan,45.1,19,10.9,24.1,1.34,4.7,48,0.082332762,1.920668058,87.68267223,46,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2395000,583,4100,188890,206043,232366,46009,93.5,2.8,32446,4.6,,,,,,,,83.7,,90.6,0.75,41,39,5.2,,8731981.463,4565664862,90.06964076,58347,522.8669897,6.160954582,3.180623166,1.072912214,0.000436302,0.007110503
Sendai,148,12,Japan,53.5,15.8,10.5,20.2,1.34,4.7,28.7,0.086445783,2.086330935,42.23021583,30,0,0,0,0,0,0,10,0.71942446,100,7.194244604,0,,,,,,,1390000,332,4200,162882,217027,217985,43965,93.5,2.8,33765,4.2,,,,,,,,83.7,,90.6,0.75,,39,5.2,,10830451.83,3482909787,131.7461023,48566,321.5849016,5.627972028,2.911781889,1.094216805,0.001327478,0.015441427
Hiroshima,149,12,Japan,12,51,14,23,1.34,4.7,18.4,0.064561404,1.52173913,13.4057971,23,0,0,0,0,0,0,,0,,0,0,,,,,,,1380000,285,4800,58178,59753,168511,41297,93.5,2.8,36900,3.6,,,,,,,,83.7,,90.6,0.75,39,39,4.8,,8029116.319,4615452480,119.1175183,40176,574.8394091,5.634312685,2.919587763,1.128197498,0.001391066,0.020038266
Amman,150,1,Jordan,34,14,,26,1.4,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,251.64,52.39,279.86,2480000,344,7200,165737,132626,326246,169890,83.7,2,3258.5,,58.54,13.37,48.56,57.6,46.87,0.39,13.9,74.1,55.01,84.1,0.45,33,51,3.438369043,80.32,4930030.893,10324448550,114.197746,26061,2094.195508,5.062849665,2.832291837,1.058659163,0.000426505,0.001007409
Almaty,151,2,Kazakhstan,,,,,0.56,24.2,11.3,0.021280603,0.606060606,4.646464646,6,0,0,0,0,0,0,0,0,0,0,0,,,,85.78,26.6,55.84,1485000,531,2800,79633,240709,247910,133107,53.2,1.1,35298,,32.43,12.87,25.52,34.26,48.59,0.25,1.3,70.2,49.77,54.9,0.41,33,,15.43279448,75.72,3512113.161,3797625089,171.8675391,11605,1081.293488,5.276808321,2.799698898,1.058039443,0.000726235,0.0000538
Nairobi,152,4,Kenya,7.3,51.5,1,41.2,1.05,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,304.27,63.86,253.73,4930000,557,8900,833856,1022721,1702079,1204199,25.6,4.7,1081,,42.81,15.57,37.61,35.23,29.23,0.59,,63.4,36.17,68.4,0.19,33,26,0.304402198,75.38,4275355.666,2797726095,180.7532096,13666,654.3844101,4.886671341,2.548141755,1.078487403,0.003863391,0.014003849
Mombasa,153,3,Kenya,0,36,0,47,1.01,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1155000,85,13500,207054,256949,470394,364361,25.6,4.7,935,,,,,,,0.45,,63.4,,68.4,0.19,,26,0.304402198,,641445.3637,1114000907,160.6827063,2310,1736.704278,4.855852951,2.570783618,1.108589258,0.003320494,0
Kuwait City,154,10,Kuwait,53,25,,6,0.35,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,38,,,,4465000,712,6300,-58910,984633,673101,264488,98.3,0.2,55171,,87.08,39.64,102.23,49.17,93.96,,,74.7,66.78,75.6,0.51,36,,27.2589637,,4873339.14,4410267345,125.9977026,24725,904.9785412,4.698434147,3.015976472,1.169916818,0.026391027,0.033688641
Bishkek,155,2,Kyrgyzstan,,,,,0.64,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,860000,181,4700,130849,64800,151368,131946,35.7,2.4,1038.9,,,,,,,,,71.1,,38.7,0.32,29,,1.720789566,,3381002.891,3634596315,180.0800474,10842,1075.005385,5.534627294,2.840722,1.047147875,0.000873315,0
Vientiane,156,3,Laos,,,,,1.2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1025000,130,7900,159317,324060,479956,243610,38.6,9.1,1642.7,,,,,,,,10,65.7,,14.3,0.15,,,0.330476589,,2389983.327,1982617914,198.2072754,6974,829.5530314,4.966566652,2.587226747,1.062413182,0.000776733,0
Beirut,157,1,Lebanon,,,,,0.86,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,168.21,35.62,141.08,2225000,673,3300,194157,496695,318600,124739,87.8,1.2,7144,,63.36,41.97,46.22,60.84,56.66,,,74.9,51.73,75.6,0.48,33,52,4.271123267,87.06,580829.9962,13876292357,82.89282092,4283,23890.45409,4.636702478,3.100197325,1.026704255,0,0.016441997
Monrovia,158,3,Liberia,,,,,0.82,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1445000,194,7400,-206326,-23823,-190991,129820,49.7,4.2,352.6,,,,,,,,55.1,61.4,,9.2,,,,0.222905369,,1545875.006,1228077822,140.3172376,5965,794.4224579,4.71642434,2.37458266,1.067518949,0.000913409,0
Tripoli,159,2,Libya,,,,,0.15,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1115000,194,5700,159357,89281,212589,132255,78.6,2.1,6601.6,,47.65,18.64,45.35,42.29,49.49,,,72.7,46.49,42.8,0.42,,,8.145719581,,3477346.976,3265105243,121.8454387,17155,938.9644652,5.44140625,2.862980769,1.0435547,0.000515398,0.012277718
Antananarivo,160,3,Madagascar,,,,,1.23,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2520000,220,11400,413384,538625,1190427,807142,35.1,6.3,416,,,,,,,,51.1,65.5,,5.3,0.15,,,0.134205996,,3082195.703,2575748142,260.7831207,6865,835.6861115,5.01327191,2.598771526,1.129092553,0.00105019,0
Kuala Lumpur,161,12,Malaysia,81,19,,,0.59,24,100.1,0.04712806,1.099796334,19.68771215,21,0,0,0,0,0,0,0,0,0,0,0,34,56,80,199.81,44.44,182.73,7365000,2124,3500,185171,218162,435524,233176,74.7,5.4,28076,,43.93,17.8,45.27,25.85,84.28,0.41,0.3,75,30.37,67.5,0.57,43,65,8.026727068,75.05,5322847.175,14192250076,118.7128591,27160,2666.289227,4.809891808,2.775703246,1.099030451,0.00377892,0.030306134
Johor Bahru,162,2,Malaysia,,,,,0.6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1730000,712,2400,213731,371559,393912,171659,74.7,5.4,11031.8,,43.4,12.13,50.3,19.97,59.39,0.37,0.3,75,38.92,67.5,0.57,,65,8.026727068,,6861584.61,5420913460,137.7717575,29762,790.038128,4.76552795,2.868127444,1.092793935,0.002691189,0.026942506
Bamako,163,3,Mali,19,11,,30,1.32,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3110000,311,10000,395371,790243,1065974,633591,39.9,7.2,745.9,,,,,,,,18.9,58.2,,12.7,0.09,,,0.061882473,,4702839.083,11540704474,84.63976176,32894,2453.986681,5.952051233,3.045950902,1.023669572,0.000202316,0
Nouakchott,164,3,Mauritania,,,,,1.13,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,890000,85,10400,134404,205816,325947,185783,59.9,5.1,1296,,,,,,,0.39,20.8,63.1,,19.4,0.14,,,0.683653507,,1890352.559,1569163536,125.4797583,9000,830.0904127,6.331367292,3.231420912,1.026641424,0.000101626,0
Mexico City,165,7,Mexico,20.7,71.3,1,,0.93,11.7,226.5,0.109314672,0.963914978,80.27681661,48,56,0.027027027,0.874938211,1.097,5.95,13,452,2.234305487,6500,32.13049926,8,66,96,101,260.1,51.88,294.61,20230000,2072,9800,2709619,2120752,3096579,1342029,79.2,2.6,20960,6.4,36.39,16.86,33.15,33,58.33,0.49,40,81.2,34.97,49.2,0.5,43,35,3.4,88.03,17838728.13,14925914933,97.88107553,105476,836.7140763,5.220072419,3.062942644,1.037430653,0.001870152,0.01343479
Guadalajara,166,2,Mexico,27,28,,,0.92,21.1,0,0,0,0,0,16,0.021304927,0.577540107,0.923,8.593,9,242,5.176470588,2116,45.26203209,4,,,,,,,4675000,751,6200,691972,739283,850918,385068,79.2,2.6,14882,4.5,31.08,7.62,30.64,26.07,49.53,0.42,40,76.7,47.61,49.2,0.5,35,35,2.4,71.14,13690416.55,614859453.7,184.7709201,46089,44.91166878,5.005887459,2.795788202,1.127199508,0.002216509,0.028806164
Monterrey,167,2,Mexico,41.2,54.5,,,0.95,15.7,32,0.035794183,0.746089049,42.14199759,26,30,0.033557047,0.938628159,1.925391095,7.220216606,4,0,0,0,0,0,,,,109.34,26.52,81.62,4155000,894,4600,672013,833650,1013036,377892,79.2,2.6,25237,5.7,35.19,12.17,33.13,30.04,96.11,0.46,40,76.7,49.15,49.2,0.5,39,35,4.4,62.4,8972304.325,9299020854,93.60092977,57453,1036.413893,5.443809034,3.082840712,1.051191848,0.001546234,0
Puebla,168,8,Mexico,45,40.6,,,0.86,16.7,0,0,0,0,0,32,0.072727273,3.105882353,5.411764706,35.53468235,5,0,0,0,0,0,,,,,,,2125000,440,4800,220745,388386,434709,216905,79.2,2.6,9614,4.2,,,,,,0.46,40,76.7,48.48,49.2,0.5,34,35,2.9,,77389584.45,941122103.5,168.7525555,261120,12.16083676,5.480284829,2.889857302,1.110888187,0.001253895,0.018851882
Tijuana,169,2,Mexico,,,,,0.89,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1410000,466,3000,526730,469559,541742,190565,79.2,2.6,14835,5.3,32.4,7.82,30.06,29.94,56.11,0.46,40,76.7,50.7,49.2,0.5,,35,1.4,,7182403.502,6714362117,117.2905399,34461,934.8349915,5.23467211,2.805720577,1.065531762,0.002804361,0.027301419
Toluca,170,1,Mexico,19,50,1,30,0.85,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1940000,427,4500,581634,285658,427451,176537,79.2,2.6,10509,5.9,,,,,,0.46,40,76.7,,49.2,0.5,,35,2.5,,5436149.444,4544631957,148.1966481,20898,836.0020275,5.099505139,2.787171679,1.045494607,0.003687558,0.013650241
Leon,171,8,Mexico,27,33.9,,,0.88,21,0,0,0,0,0,32,0.08815427,3.824451411,45.44,48.64,15,0,0,0,0,0,,,,,,,1595000,363,4400,329131,323095,386244,166658,79.2,2.6,12583,5.9,,,,,,0.46,40,76.7,,49.2,0.5,,35,4.1,,4806936.715,1937662161,112.1831715,25163,403.0970815,5.1327919,3.008473087,1.057271839,0.002671379,0
Ciudad Juarez,172,8,Mexico,59,36.1,,,0.71,21,0,0,0,0,0,25,0.068870523,2.408759124,4.504,12.160966,5,0,0,0,0,0,,,,,,,1370000,363,3800,416325,107595,159266,126109,79.2,2.6,14506,5.9,,,,,,0.46,40,76.7,33.35,49.2,0.5,,35,2.6,,8367980.041,7751045142,109.2183202,43787,926.2743344,5.678831819,3.1195267,1.041390123,0.001929408,0.016084042
Acapulco,173,8,Mexico,,67.2,,,0.86,17.7,0,0,0,0,0,16,0.134453782,2.119205298,10.06622517,39.73509934,2,0,0,0,0,0,,,,,,,755000,119,6300,193395,73664,191117,94664,79.2,2.6,7638,2.3,,,,,,0.46,40,76.7,,49.2,0.5,,35,1.7,,1789773.38,1475855430,115.4618012,8915,824.6046378,5.118277695,2.696504837,1.100643722,0.00252035,0
Chihuahua,174,8,Mexico,63.4,14.4,,,0.86,21,0,0,0,0,0,22,0.084942085,4.26035503,9.859,17.75147929,5,0,0,0,0,0,,,,,,,845000,259,3300,143212,171600,205884,95300,79.2,2.6,14506,5.9,,,,,,0.46,40,76.7,,49.2,0.5,,35,4.7,,94875843.36,236886537.2,280.2955622,198248,2.496805602,5.583347528,2.955224207,1.097454967,0.001506594,0.014333711
Ulaanbaatar,175,2,Mongolia,,,,,0.81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1280000,311,4100,193430,372718,488598,215828,72,6.4,3906.1,,58.57,35.46,56.92,31.79,20.75,0.37,18.8,68.8,31.38,27,0.35,26,,14.54654876,94.26,5527729.063,320290067.1,216.7141986,14788,57.94243231,5.05916233,2.576365382,1.067376092,0.001018615,0
Casablanca,176,2,Morocco,19,13,,53,1.16,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3240000,272,11900,254493,72710,570662,331400,60.2,4.7,9274,,37.77,14.18,33.9,25.25,48.9,0.52,4.8,74.3,47.43,60,0.33,34,,1.750481949,92.86,3500693.218,7985208967,94.03135238,22615,2281.036489,5.594409106,3.115374958,1.054997713,0.001511026,0.019852746
Rabat,177,2,Morocco,9,20,4,66,1.25,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1880000,184,10200,332692,299556,405928,216245,60.2,4.7,3204.9,,40.2,12.42,34.1,26.47,40.5,0.38,4.8,74.3,,60,0.33,29,,1.750481949,,1311495.742,5760966534,105.5105183,7523,4392.66888,5.449758991,3.080583364,1.060893954,0.002449313,0.001356878
Maputo,178,3,Mozambique,10.2,42.1,0.3,45.6,1.03,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2655000,414,6400,243209,112950,374583,316215,32.2,3.6,515.4,,,,,,,0.52,49.6,57.6,,7.1,0.12,,,0.151849649,,3954343.798,1336049263,100.036525,23476,337.868767,5.988207456,3.073005159,1.022159186,0.000155471,0
Rangoon,179,3,Myanmar,4.7,28.6,13,42.2,0.72,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5320000,570,9300,646047,802895,1267825,721820,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,7556040.092,3422585037,110.083773,40741,452.9601478,5.87025935,3.013966664,1.036206813,0.000501283,0.0000185
Mandalay,180,3,Myanmar,,,,,0.72,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1390000,132,10500,174559,225108,343593,198482,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,48166753.05,156643083.6,294.2361564,108959,3.25209971,5.135349474,2.59032664,1.13066187,0.000505521,0.009166843
Kathmandu,181,2,Nepal,,,,,1.01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2755000,199,13800,245881,330118,493340,320068,18.6,4.1,685.1,,32.39,4.58,29.24,18.64,26.42,0.35,15.5,69.2,62.76,15.4,0.19,,,0.233576269,95.52,1216441.812,12397407256,91.07830282,7866,10191.53331,5.13659392,2.618180047,1.080249013,0.001062175,0.00003
Amsterdam,182,13,Netherlands,38,20,22,20,1.98,2.8,31.4,0.062178218,2.018348624,36.39143731,40,57,0.112871287,2.018348624,4.892966361,7.339449541,16,11,0.672782875,,,15,22,35,52,99.6,28,119.15,1635000,505,3200,69105,44615,103609,59475,90.5,3.7,65599,7.6,80.65,51.28,63.14,88.26,97,,17.8,78.55,67.63,94,0.79,53,,15.1,33.22,3058431.953,7557052887,112.2319164,16042,2470.891295,4.725253807,2.871510152,1.094270614,0.008101696,0.044965387
Rotterdam-Hague,183,13,Netherlands,49,17,16,18,1.96,2.4,78.3,0.079573171,2.326454034,32.27016886,49,0,0,0,0,0,0,13,0.487804878,,,15,19,27,42,109.05,29.82,149.95,2665000,984,2700,39413,19408,87142,57028,90.5,3.7,54711,8,73.41,27.74,56.25,87,109.8,,,81.9,54.74,94,0.79,43,,16.4,,,,,,,,,,,
Auckland,184,13,New Zealand,78,4,0,17,1.62,6,0,0,0,0,0,6,0.011029412,0.364963504,,4.233576642,10,0,0,0,0,0,38,68,81,166.74,38.88,210.69,1370000,544,2500,193224,343853,346897,132325,86.3,0.6,31766,,82.23,45.25,73.81,74.13,104.31,,,81.6,54.08,86.6,0.72,43,70,7.64505234,29.07,3956820.358,3913857027,145.5676682,15836,989.1419557,4.855443013,2.632854755,1.078108061,0.019706329,0.027454239
Managua,185,1,Nicaragua,,,,,1.02,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,990000,155,6400,152009,66726,238958,139614,58.8,3.5,1946.4,,,,,,,0.51,14.8,74.8,,15.5,0.19,,,0.768475284,,2786605.867,2249981427,109.1032406,14743,807.4272195,5.528218644,2.925743425,1.045846583,0.000974255,0
Niamey,186,3,Niger,,9,2,60,1.02,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1435000,130,11100,248392,541978,960996,741379,18.7,3.5,427.4,,,,,,,,18.6,61.8,,2.4,0.04,,,0.106860921,,2134329.2,3496994771,97.86011919,13033,1638.45145,6.161297392,3.187449777,1.019423308,0.0000949,0
Lagos,187,4,Nigeria,15,72,1,12,0.48,20.5,0,0,0,0,0,22,0.015438596,0.218238504,1.714731099,4.676539361,10,0,0,0,0,0,,,,,,,12830000,1425,9000,2516613,3507594,5037015,3031333,47.8,7.5,4333,,36.5,19.85,32.72,21.8,27.96,0.64,34.1,55,27.77,52,0.15,27,28,0.553477351,,5112441.779,4062421863,129.0401519,23383,794.6147924,5.009987179,2.669512113,1.046900666,0.004619964,0.00334675
